id,name,location,city,state,interchange_railroads,capacity,hazmat_suited,rail_services,facility_types,track_types,about,url,scraped_at
716,Wood River Terminal,"Wood River, IL",Wood River,IL,"CSX, KCS, NS, UP",475 total spaces,Yes,Cherry Picking,Storage Yard,Ladder,"Class I Interchange Points
CSXT @ Wood River, IL (via NS)
KCS @ Wood River, IL
NS @ Wood River, IL
UP @ Wood River, IL",https://www.commtrex.com/railcar-storage/location/716.html,2026-02-10T02:35:45.885079
724,Elwood Joliet & Southern Railroad,"Crest Hill, IL",Crest Hill,IL,CN,500 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Ladder,"Class I Interchange Point
CN @ Phoenix, IL",https://www.commtrex.com/railcar-storage/location/724.html,2026-02-10T02:35:48.283080
587,Chicagoland Seasonal Storage,"Union, IL",Union,IL,UP,400 total spaces,No,Cherry Picking,Storage Yard,"FILO, Ladder",Pioneer has subleased this industrial track for use as a storage yard.  Seasonal availability runs from June 2020 - mid May 2021.  All storage cars must be off premises by May 2021 or financial penalties will accrue.,https://www.commtrex.com/railcar-storage/location/587.html,2026-02-10T02:35:50.647383
552,The City of Rochelle Railroad,"Rochelle, IL",Rochelle,IL,"BNSF, UP",200 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Plant/Mining Site, Short Line, Storage Yard",Ladder,"The Rochelle Railroad has just expanded the storage capabilities just outside of Chicago and is now looking for new opportunities to show customers why we have been awarded the BNSF Short Line of the Year 3 times.  Give us a call and lets discuss how we can help you save money on Forward SIT opportunities or the use of the brand new Rochelle Transload Center.
Thank you for your time!",https://www.commtrex.com/railcar-storage/location/552.html,2026-02-10T02:35:53.094754
578,"Omaha Track - Chicago Heights, IL","Chicago Heights, IL",Chicago Heights,IL,UP,75 total spaces,No,Cherry Picking,Storage Yard,Ladder,Omaha Track's Chicago Heights - Happs facility marks the Eastern edge of OT's terminal network. On-site switching allows for cherry-picks.,https://www.commtrex.com/railcar-storage/location/578.html,2026-02-10T02:35:55.494844
583,"Ee-Jay Motor Transports, Inc. (ESTL)","EAST ST. LOUIS, IL",EAST ST. LOUIS,IL,"BNSF, CN, CP, CSX, KCS, NS, UP",250 total spaces,Yes,Cherry Picking,Storage Yard,"FILO, Ladder","Offer railcar storage and/or transloading of commodities to/from rail, truck and warehouse.",https://www.commtrex.com/railcar-storage/location/583.html,2026-02-10T02:35:57.910208
646,Granite City,"Granite City, IL",Granite City,IL,"BNSF, CN, CP, CSX, KCS, NS, UP",700 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Short Line, Storage Yard","Ladder, Loop","Accepts hazmat loads and empties, provides SIT allocation, short and long term storage.  Facility provides camera surveillance, lighting and on site 7 x 24 security",https://www.commtrex.com/railcar-storage/location/646.html,2026-02-10T02:36:00.278926
631,Tazewell & Peoria Railroad,"Creve Coeur, IL",Creve Coeur,IL,"BNSF, CN, NS, UP",332 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/631.html,2026-02-10T02:36:02.805344
629,"Toledo, Peoria & Western Railway","East Peoria, IL",East Peoria,IL,"BNSF, CN, CSX, NS, UP",447 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/629.html,2026-02-10T02:36:05.182148
702,Decatur Junction (DT),"Assumption, IL",Assumption,IL,CN,150 total spaces,Yes,Cherry Picking,Short Line,none provided,Ideal for both unit train and single car storage.,https://www.commtrex.com/railcar-storage/location/702.html,2026-02-10T02:36:07.596245
662,America's Central Port,"Granite City, IL",Granite City,IL,"BNSF, CN, CSX, KCS, NS, UP",60 total spaces,Yes,"Cleaning, Painting, Railcar Maintenance, Railcar Repair",Short Line,Loop,"America's Central Port has access to 6 Class-I railroads through the Terminal Railroad Association. Port Harbor Railroad, a Class-III shortline railroad, provides 24/7 switching services, forward and store options, as well as railcar maintenance and repair through their running repair agent Bucyrus. Services include: AAR/FRA field inspection and repair, full service repair track, single-car air brake testing (SCT), remarking and AEI tag replacement, and cleaning and unloading assistance.",https://www.commtrex.com/railcar-storage/location/662.html,2026-02-10T02:36:09.996828
660,"East Chicago Rail Terminal, LLC","East Chicago, IN",East Chicago,IN,"BNSF, CN, CP, CSX, NS, UP",300 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Stripe Aligning","Plant/Mining Site, Repair Shop, Short Line, Storage Yard","FILO, Ladder","East Chicatgo Rail Terminal, a Class 3 common carrier, has room for 200-300 railcars in its storage / SIT yard. Security and safety of our customers is of the utmost importance at our fenced, lighted, and 24-hour security-patrolled facility.   In-house railroad services are provided, ensuring customer service requirements are met.  
The East Chicago Rail Terminal has significant experience in the railroad and transload marketplace, ensuring customer needs are met with enthusiasm and expertise.",https://www.commtrex.com/railcar-storage/location/660.html,2026-02-10T02:36:12.374560
554,Chicago Fort Wayne & Eastern Railroad,"Ft. Wayne, IN",Ft. Wayne,IN,"BNSF, CN, CP, CSX, NS, UP",50 total spaces,Yes,none provided,Short Line,none provided,"Storage near Warsaw IN, storage in rail siding.",https://www.commtrex.com/railcar-storage/location/554.html,2026-02-10T02:36:14.771742
605,Central Railroad of Indianapolis,"Kokomo, IN",Kokomo,IN,NS,100 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/605.html,2026-02-10T02:36:17.123578
754,Indiana,"Madison, IN",Madison,IN,CSX,"1,000 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Our site has 15 miles of storage track space, on-site railcar repair with Road & Rail Services, railcar cleaning services, and an online scrap yard. We are your one-stop-shop for storage in the industrial midwest with an excellent connection with CSX. Unit trains accepted. 286k loads accepted. Hazmat accepted.",https://www.commtrex.com/railcar-storage/location/754.html,2026-02-10T02:36:19.510376
360,"Indiana Southern Railroad, Inc.","Petersburg, IN",Petersburg,IN,"CSX, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/360.html,2026-02-10T02:36:21.887309
476,Clinton yard,"Clinton, IN",Clinton,IN,CSX,150 total spaces,No,none provided,Repair Shop,Ladder,,https://www.commtrex.com/railcar-storage/location/476.html,2026-02-10T02:36:24.315099
93,Riley Spur,"Terre Haute, IN",Terre Haute,IN,"BNSF, CN, CP, CSX, NS, UP",400 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/93.html,2026-02-10T02:36:26.726944
94,Landree Mine,"Jasonville, IN",Jasonville,IN,"BNSF, CN, CP, NS, UP",200 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/94.html,2026-02-10T02:36:29.087180
95,Lewis Dock,"Coalmont, IN",Coalmont,IN,"BNSF, CN, CP, CSX, NS, UP",100 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/95.html,2026-02-10T02:36:31.499134
96,Farmersburg Lead,"Farmersburg, IN",Farmersburg,IN,"BNSF, CN, CP, CSX, NS, UP",90 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Loop,,https://www.commtrex.com/railcar-storage/location/96.html,2026-02-10T02:36:33.889254
13,"Corydon Junction, Indiana","Corydon, IN",Corydon,IN,NS,200 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/13.html,2026-02-10T02:36:36.269311
16,"Earl Park, Indiana","Earl Park, IN",Earl Park,IN,"CN, CSX, NS, UP",225 total spaces,No,"Cleaning, Railcar Repair",none provided,none provided,,https://www.commtrex.com/railcar-storage/location/16.html,2026-02-10T02:36:38.610289
17,"Shelburn, Indiana","Shelburn, IN",Shelburn,IN,CSX,285 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/17.html,2026-02-10T02:36:40.980573
18,"Madison, Indiana","Madison, IN",Madison,IN,CSX,400 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/18.html,2026-02-10T02:36:43.401875
229,Elkhart & Western Railway (EWR),"Argos, IN",Argos,IN,NS,400 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,"Centrally located and great for both single cars and unit train storage thru the Argos, IN interchange location with NS.",https://www.commtrex.com/railcar-storage/location/229.html,2026-02-10T02:36:45.923396
244,Indiana South Western Railway (ISW),"Evansville, IN",Evansville,IN,CSX,250 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",Ladder,"ISW is setup for storage and switching, ideal for Cherry Pick needs but can also has enough space to hold unit trains.",https://www.commtrex.com/railcar-storage/location/244.html,2026-02-10T02:36:48.309782
159,Kendallville Terminal Railway,"Kendallville, IN",Kendallville,IN,NS,225 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/159.html,2026-02-10T02:36:50.684400
138,Gary Railway,"Gary, IN",Gary,IN,"BNSF, CN, CP, CSX, NS, UP",200 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Plant/Mining Site, Repair Shop, Short Line, Storage Yard","FILO, Ladder","Gary Railway Company (GRW) is a Class III switching carrier and operates on 71 miles of yard track in and around Gary, IN providing 24/7/365 service to U.S. Steel’s Gary Works and other customers. GRW interchanges with the BNSF, UP, NS, CSX, CN, IAIS, CP, CSS, BOCT, IHB, BRC, CRL, WSOR, ICE and SCIH.",https://www.commtrex.com/railcar-storage/location/138.html,2026-02-10T02:36:53.123471
445,Quindaro,"Kansas City, KS",Kansas City,KS,UP,150 total spaces,No,none provided,"Plant/Mining Site, Storage Yard","Ladder, Loop",,https://www.commtrex.com/railcar-storage/location/445.html,2026-02-10T02:36:55.677542
151,Garden City Western Railway (GCW),"Garden City, KS",Garden City,KS,BNSF,250 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,Centrally located connected through the BNSF. Great location for both single cars and unit train storage.,https://www.commtrex.com/railcar-storage/location/151.html,2026-02-10T02:36:58.087930
363,Kyle Railroad Company,"Phillipsburg, KS",Phillipsburg,KS,BNSF,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/363.html,2026-02-10T02:37:00.484027
735,Kansas & Oklahoma Railroad,"Wichita, KS",Wichita,KS,"BNSF, UP","3,770 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
BNSF @ Abilene, KS
BNSF @ Hutchinson, KS
BNSF @ Newton, KS
BNSF @ Wichita, KS
UP @ Hutchinson, KS
UP @ McPherson, KS
UP @ Salina, KS
UP @ Wichita, KS",https://www.commtrex.com/railcar-storage/location/735.html,2026-02-10T02:37:02.893867
722,South Kansas & Oklahoma Railroad,"Cherryvale, KS",Cherryvale,KS,"BNSF, KCS, UP",750 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",Ladder,"Class I Interchange Points
BNSF @ Columbus, KS
BNSF @ Tulsa, OK
BNSF @ Winfield, KS
KCS @ Pittsburg, KS
UP @ Coffeyville, KS
UP @ Winfield, KS
UP @ Neodesha, KS
UP @ Tulsa, OK",https://www.commtrex.com/railcar-storage/location/722.html,2026-02-10T02:37:05.391746
537,Baldwin City & Southern,"Ottawa, KS",Ottawa,KS,BNSF,"1,000 total spaces",No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance",Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/537.html,2026-02-10T02:37:07.812961
665,"OT - TM Track - Parsons, KS","Parsons, KS",Parsons,KS,UP,50 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance",Repair Shop,none provided,,https://www.commtrex.com/railcar-storage/location/665.html,2026-02-10T02:37:10.207208
673,Cimarron Valley Railroad,"Santanta, KS",Santanta,KS,BNSF,"3,000 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Jaguar Transport is a multi-commodity logistic company specializing in railroad, transloading, warehousing, and supply chain logistics.  We are willing to partner and invest with new and existing customers to assist with capital and logistics with a ""Can Do Attitude"" to bring value and solutions to our business partners.",https://www.commtrex.com/railcar-storage/location/673.html,2026-02-10T02:37:12.596676
658,"New Century, KS Kansas City","New Century, KS",New Century,KS,"BNSF, CP, KCS, NS, UP",70 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard","Ladder, Loop",,https://www.commtrex.com/railcar-storage/location/658.html,2026-02-10T02:37:14.950822
697,"Wickliffe, Kentucky","Wickliffe, KY",Wickliffe,KY,CN,75 total spaces,No,Cherry Picking,Storage Yard,Ladder,"Wickliffe Paper Mill - (Wickliffe Paper Company LLC), 1724 Westvaco Road, Wickliffe, KY. to operate our Storage In Transit/Trans-Loading facility. 

Our location in Wickliffe, KY. is served by Canadian National Railway, which
allows Motive Rail as a Supply Storage Partner to connect to numerous routing options across Canada and the U.S. with excellent North American reach through gateways with all Class 1 railways, Canadian and U.S. shortline and regional partners, and Atlantic and Pacific port facilities.  We offer a wide variety of routing options for your customers car fleet, allowing easy reconsignment to alternate destinations.  Motive Rail staffing and locomotive power are in place and capable of commencing operations immediately.  

Kentucky is bordered by eight states providing access to even more markets and customers with 51 percent of U.S. households and 50 percent of U.S. manufacturing establishments.",https://www.commtrex.com/railcar-storage/location/697.html,2026-02-10T02:37:17.433149
14,"New Haven, Kentucky","New Haven, KY",New Haven,KY,CSX,350 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/14.html,2026-02-10T02:37:19.838700
55,Louisiana & Delta Railroad,"New Iberia, LA",New Iberia,LA,"BNSF, UP",50 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/55.html,2026-02-10T02:37:22.251437
131,"Hodge Railcar Cleaning Services, Hodge, Louisiana","Hodge, LA",Hodge,LA,KCS,100 total spaces,Yes,Cleaning,"Short Line, Storage Yard",FILO,"We now offer Cleaning (Haz / Non Haz) and On Site Storage (100 cars)
Switch Fees $200 / Served M-F / Cherry Picking $200
Served by the Louisiana Southern RR (LAS) out of Shreveport, LA, switches in Gibsland, LA
10 Separate tracks
Site is fully fenced and secured
24,000 sq ft Building with 6 tracks in with Maintenance pits
See attached PDF for details or Call 832-325-1800 ask for Dave Swayne",https://www.commtrex.com/railcar-storage/location/131.html,2026-02-10T02:37:24.608389
148,Delta Southern Railroad Company,"Tallulah, LA",Tallulah,LA,KCS,800 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/148.html,2026-02-10T02:37:26.964126
372,New Orleans Public Belt Railroad,"New Orleans, LA",New Orleans,LA,"BNSF, CN, CSX, KCS, NS, UP",-- total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/372.html,2026-02-10T02:37:29.370465
443,Delta Southern Raiload Company,"Sterlington, LA",Sterlington,LA,UP,170 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/443.html,2026-02-10T02:37:31.763680
731,Geaux Geaux Railroad,"Baton Rouge, LA",Baton Rouge,LA,CN,250 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"Class I Interchange Point
CN @ Baton Rouge, LA",https://www.commtrex.com/railcar-storage/location/731.html,2026-02-10T02:37:34.172073
744,Lacassine Rail Terminal,"Iowa, LA",Iowa,LA,"BNSF, UP","1,636 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair",Storage Yard,Ladder,"Lacassine Rail Terminal is strategically positioned to serve the Petrochemical and Industrial complexes between Lake Charles and New Orleans, La., along Interstate 10. Lacassine Rail Terminal offers storage, transload, maintenance and staging of customer railcars.",https://www.commtrex.com/railcar-storage/location/744.html,2026-02-10T02:37:36.635534
747,RailPort,"Carville, LA",Carville,LA,CN,782 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair",Storage Yard,"Ladder, Loop","Our newest rail park opened in January 2023. RailPort is designed to serve the greater Baton Rouge and New Orleans Petrochemical and Industrial complexes. Railcar repair and maintenace is available onsite in addition to transload capabilties. Additionally, Industrial build to suit rail served buildings are available.",https://www.commtrex.com/railcar-storage/location/747.html,2026-02-10T02:37:39.014891
654,Louisiana Southern Railroad,"Minden, LA",Minden,LA,KCS,"1,400 total spaces",Yes,Cherry Picking,"Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
KCS @ Gibsland, LA
KCS @ Sibley, LA",https://www.commtrex.com/railcar-storage/location/654.html,2026-02-10T02:37:41.423873
621,Providence and Worcester Railroad,"Worcester, MA",Worcester,MA,"CN, CP, CSX",606 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/621.html,2026-02-10T02:37:43.798803
538,North Grafton Yard,"North Grafton, MA",North Grafton,MA,CSX,60 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line",Ladder,The Grafton and Upton Railroad has seasonal capacity at their North Grafton repair facility.  Storage volume is consistent between May 1 and October 1.  Space is suitable for Propane and GU offers a propane transloading facility on site as well as a new construction 7500 sq ft. indoor repair facility with full shop capabilities.,https://www.commtrex.com/railcar-storage/location/538.html,2026-02-10T02:37:46.191056
437,Tradepoint Atlantic,"Baltimore, MD",Baltimore,MD,"CSX, NS","1,900 total spaces",Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Shortline with 1,900+ storage spaces dual served by CSX and NS. Railcar repair, flaring, cleaning and storage all offered. Transloading and painting are options as well.",https://www.commtrex.com/railcar-storage/location/437.html,2026-02-10T02:37:48.646561
366,Maryland Midland Railway Co.,"Union Bridge, MD",Union Bridge,MD,CSX,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/366.html,2026-02-10T02:37:51.090779
626,St. Lawrence & Atlantic Railroad,"Auburn, ME",Auburn,ME,CN,175 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/626.html,2026-02-10T02:37:53.475222
535,"Burton, MI","Burton, MI",Burton,MI,CSX,100 total spaces,Yes,Cleaning,Storage Yard,Ladder,,https://www.commtrex.com/railcar-storage/location/535.html,2026-02-10T02:37:55.854996
742,Delray Connecting Railroad,"River Rouge, MI",River Rouge,MI,"CN, CSX, NS",800 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Plant/Mining Site, Repair Shop","FILO, Ladder, Loop","The Delray Connecting is a Class III switching carrier serving the Zug Island area in Detroit, MI with about 15 miles of track. DCRR provides 24/7 switching service, rail car storage and repair, locomotive repair, track repair, and rotary car dumping. DCRR interchanges with the Canadian National (CN), Norfolk Southern (NS), CSXT and Conrail. DCRR has access to ground storage as well as track and land availability for new transload capabilities.",https://www.commtrex.com/railcar-storage/location/742.html,2026-02-10T02:37:58.245038
730,Grand Elk Railroad,"Kalamazoo, MI",Kalamazoo,MI,"CN, CSX, NS",600 total spaces,Yes,"Cherry Picking, Railcar Maintenance","Short Line, Storage Yard",Ladder,"Class I Interchange Points
CN @ Kalamazoo, MI
CSXT @ Grand Rapids, MI
NS @ Elkhart, IN",https://www.commtrex.com/railcar-storage/location/730.html,2026-02-10T02:38:00.679155
369,Mid-Michigan Railroad,"Muskegon, MI",Muskegon,MI,CSX,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/369.html,2026-02-10T02:38:03.090275
365,"Marquette Rail, LLC","Ludington, MI",Ludington,MI,CSX,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/365.html,2026-02-10T02:38:05.497696
353,Grand Rapids and Eastern Railroad,"Grand Rapids, MI",Grand Rapids,MI,CSX,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/353.html,2026-02-10T02:38:07.857543
103,"Hartford, MI","Hartford, MI",Hartford,MI,CSX,250 total spaces,Yes,"Cherry Picking, Stripe Aligning","Short Line, Storage Yard",FILO,Cherry picking is offered on a situation by situation basis.,https://www.commtrex.com/railcar-storage/location/103.html,2026-02-10T02:38:10.231327
104,"Grand Rapids, MI","Grand Rapids, MI",Grand Rapids,MI,"CN, CSX, NS","1,000 total spaces",Yes,"Cherry Picking, Stripe Aligning","Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/104.html,2026-02-10T02:38:12.678331
260,Michigan Southern (MSO),"White Pigeon, MI",White Pigeon,MI,"CSX, NS",250 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,"Several line segments all with room for storage, connects with both NS & CSXT for both the Michigan and Ohio line segments.",https://www.commtrex.com/railcar-storage/location/260.html,2026-02-10T02:38:15.049262
128,Hallett Railroad Storage & Service,"Duluth, MN",Duluth,MN,BNSF,250 total spaces,Yes,"Cherry Picking, Cleaning",Storage Yard,Ladder,"Facilitating loading and delivery of bulk commodities by changing the mode of transportation: Water to Land, Land to Water, and Land to Land.",https://www.commtrex.com/railcar-storage/location/128.html,2026-02-10T02:38:17.402693
378,Otter Tail Valley Railroad,"Fergus Falls, MN",Fergus Falls,MN,BNSF,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/378.html,2026-02-10T02:38:19.792518
418,Dillworth MN,"Dillworth, MN",Dillworth,MN,BNSF,650 total spaces,No,none provided,Storage Yard,Ladder,,https://www.commtrex.com/railcar-storage/location/418.html,2026-02-10T02:38:22.175958
584,"Ee-Jay Motor Transports, Inc. (MSP)","St. Paul, MN",St. Paul,MN,"BNSF, UP",250 total spaces,No,Cherry Picking,Storage Yard,"FILO, Ladder","Railcar storage and transloading to/from rail, truck and warehouse.",https://www.commtrex.com/railcar-storage/location/584.html,2026-02-10T02:38:24.540904
664,Duluth Harbor Industrial Park,"Duluth, MN",Duluth,MN,BNSF,50 total spaces,No,none provided,Storage Yard,FILO,,https://www.commtrex.com/railcar-storage/location/664.html,2026-02-10T02:38:26.903494
652,West Belt Railway,"Saint Louis, MO",Saint Louis,MO,"BNSF, CN, CP, CSX, KCS, NS, UP",90 total spaces,No,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/652.html,2026-02-10T02:38:29.271571
671,Valley Park / Fenton,"Fenton, MO",Fenton,MO,BNSF,800 total spaces,No,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",Ladder,Burlington Junction Railway,https://www.commtrex.com/railcar-storage/location/671.html,2026-02-10T02:38:31.650331
738,St. Louis,"St. Louis, MO",St. Louis,MO,"BNSF, CN, CSX, NS, UP",800 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair",Storage Yard,Loop,"Can handle haz, loads, clean, locomotives, etc.",https://www.commtrex.com/railcar-storage/location/738.html,2026-02-10T02:38:34.043664
463,Central Midland Railway,"Saint Louis, MO",Saint Louis,MO,"BNSF, CN, CSX, KCS, NS, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/463.html,2026-02-10T02:38:36.423017
370,Missouri & Northern Arkansas Railroad Co.,"Carthage, MO",Carthage,MO,"BNSF, KCS, UP","1,512 total spaces",No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/370.html,2026-02-10T02:38:38.854454
286,Ripley and New Albany (RNA),"New Albany, MS",New Albany,MS,BNSF,75 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,Well suited for single car storage connected to the BNSF in the south.,https://www.commtrex.com/railcar-storage/location/286.html,2026-02-10T02:38:41.199036
448,Mississippi Export Railroad,"Moss Point, MS",Moss Point,MS,"CN, CSX, KCS, NS","2,100 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",none provided,"Mississippi Export Railroad provides safe, cost-effective railcar storage solutions:
 
• 1,400+ car capacity accommodating loads, hazardous materials, and unit trains
• Daily interchange service with CN, CSXT, NS, KCS, CGR, AGR, & TASD for same day releases and loaded storage-in-transit
• Highly competitive rates with flexible term options
• Loaded storage-in-transit 
• Same day releases available 
• Team tracks available for transfer to truck, rail, and barge
• Gated yards with electronic monitoring and daily service 
• Jake Award recipient in each of the past 12 years, of which 8 are with Distinction
 
Want to increase utilization and decrease downtime?  Repair where you store!
Rail Car & Tank Car Maintenance, Repair, Remarking, & Inspection
AAR M-1003 - B25, AAR M-1002 - C5 & C6
Perfect for preventive maintenance and shutdowns!",https://www.commtrex.com/railcar-storage/location/448.html,2026-02-10T02:38:43.605707
264,Mississippi Delta Railroad,"Sumner, MS",Sumner,MS,CN,"2,200 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder",,https://www.commtrex.com/railcar-storage/location/264.html,2026-02-10T02:38:46.006489
238,Grenada Railway,"Grenada, MS",Grenada,MS,CN,540 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/238.html,2026-02-10T02:38:48.346611
47,Meridian & Bigbee Railroad,"Meridian, MS",Meridian,MS,"CSX, KCS, NS",100 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/47.html,2026-02-10T02:38:50.728997
729,Mississippi Southern Railroad,"Louisville, MS",Louisville,MS,KCS,136 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"Class I Interchange Point
KCS @ Newton, MS",https://www.commtrex.com/railcar-storage/location/729.html,2026-02-10T02:38:53.180211
717,Vicksburg Southern Railroad,"Vicksburg, MS",Vicksburg,MS,KCS,200 total spaces,Yes,none provided,"Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/717.html,2026-02-10T02:38:55.552353
770,SH-1 Railcar Storage FacilityVerified,"Southaven, MS",Southaven,MS,CN,50 total spaces,Yes,none provided,Storage Yard,Ladder,,https://www.commtrex.com/railcar-storage/location/770.html,2026-02-10T02:38:57.891577
614,Luxapalila Valley Railroad,"Columbus, MS",Columbus,MS,"BNSF, KCS, NS",149 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/614.html,2026-02-10T02:39:00.258307
581,Mission Mountain Railroad,"Eureka, MT",Eureka,MT,BNSF,240 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"Class I Interchange Point
BNSF @ Stryker, MT",https://www.commtrex.com/railcar-storage/location/581.html,2026-02-10T02:39:02.719768
393,"Libby, MT","Libby, MT",Libby,MT,BNSF,100 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Plant/Mining Site, Storage Yard",Ladder,"Indoor space for transload, ample track access for cleaning.",https://www.commtrex.com/railcar-storage/location/393.html,2026-02-10T02:39:05.075565
332,"Atlantic and Western Railway, L.P.","Wilmington, NC",Wilmington,NC,"CSX, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/332.html,2026-02-10T02:39:07.510264
