id,name,street_address,city,state,zip_code,country,phone,description,product_types,hazmat_handling,transfer_modes,railroads,track_capacity,security_features,equipment,cities_served,storage_options,heating_capabilities,kosher_certification,onsite_railcar_storage,onsite_scale,weight_restricted_263k,weight_restricted_286k,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,about,url,scraped_at
24417,CSR Marine,4701 Shilshole Ave Nw,Seattle,WA,98107,US,,"CSR Marine is a transloading company in Seattle, WA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24417.html,2026-02-09T22:45:41.703302
24418,Cuge Marine Inc.,3601 SW 30th Ave,Fort Lauderdale,FL,33312,US,,"Cuge Marine Inc. is a transloading company in Fort Lauderdale, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24418.html,2026-02-09T22:45:44.211816
24419,"Cullen Maritime Services, Inc.",367 Stanton Ave,Akron,OH,44301,US,,"Cullen Maritime Services, Inc. is a transloading company in Akron, OH, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24419.html,2026-02-09T22:45:46.710790
24420,Current International Freight,209 Ward Circle Suite 102,Brentwood,TN,37027,US,,"Current International Freight is a transloading company in Brentwood, TN, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24420.html,2026-02-09T22:45:49.256019
24421,"Curtin Maritime, Corp.",1400 Pier C St Berth 57,Long Beach,CA,90813,US,,"Curtin Maritime, Corp. is a transloading company in Long Beach, CA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24421.html,2026-02-09T22:45:51.735315
24422,Custom Freight Systems Inc.,2484 Baumann Ave,San Lorenzo,CA,94580,US,,"Custom Freight Systems Inc. is a transloading company in San Lorenzo, CA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24422.html,2026-02-09T22:45:54.195496
24423,Custom Marine Electronics,2525 Shelter Island Dr C,San Diego,CA,92106,US,,"Custom Marine Electronics is a transloading company in San Diego, CA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24423.html,2026-02-09T22:45:56.715384
24424,Custom Marine Inc.,1315 County Road G,Neenah,WI,54956-9214,US,,"Custom Marine Inc. is a transloading company in Neenah, WI, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24424.html,2026-02-09T22:45:59.215089
24425,Custom Marine Sales,1441 SW 33rd Pl,Fort Lauderdale,FL,33315,US,,"Custom Marine Sales is a transloading company in Fort Lauderdale, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24425.html,2026-02-09T22:46:01.694123
24426,"D&amp;W Marine Systems Management, Inc.",679 Nc-33,Tarboro,NC,27886,US,,"D&amp;W Marine Systems Management, Inc. is a transloading company in Tarboro, NC, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24426.html,2026-02-09T22:46:04.222689
24427,D.A.B. Transport Inc.,200 Boulevard Ford,Ch&#195;&#162;teauguay,QC,J6J 4Z2,CA,,"D.A.B. Transport Inc. is a transloading company in Ch&#195;&#162;teauguay, QC, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24427.html,2026-02-09T22:46:06.762345
24428,Daytona Freight Systems Inc.,19th floor Commerce Place,Edmonton,AB,T5J 4G8,CA,,"Daytona Freight Systems Inc. is a transloading company in Edmonton, AB, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24428.html,2026-02-09T22:46:09.298464
24429,DeAngelo Marine Exhaust Inc.,3330 SW 2nd Ave,Fort Lauderdale,FL,33315,US,,"DeAngelo Marine Exhaust Inc. is a transloading company in Fort Lauderdale, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24429.html,2026-02-09T22:46:11.761971
24430,Dedicated Freight Systems Inc.,0 Eglington Avenue,Mississauga,ON,L5R 3E7,CA,,"Dedicated Freight Systems Inc. is a transloading company in Mississauga, ON, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24430.html,2026-02-09T22:46:14.304206
24431,"Dedicated Marine Electric, Inc.",2241W SW 31st St,Fort Lauderdale,FL,33312,US,,"Dedicated Marine Electric, Inc. is a transloading company in Fort Lauderdale, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24431.html,2026-02-09T22:46:16.776716
24432,Del Mar Marine Corp.,1401 17th St Ste 1200,Denver,CO,80202,US,,"Del Mar Marine Corp. is a transloading company in Denver, CO, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24432.html,2026-02-09T22:46:19.378225
24433,"Delphi Maritime, LLC",608 College St,Portland,TX,78374,US,,"Delphi Maritime, LLC is a transloading company in Portland, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24433.html,2026-02-09T22:46:21.875027
24434,"Delta Freight Systems, LLC",1601 Estes Ave,Elk Grove Village,IL,60007,US,,"Delta Freight Systems, LLC is a transloading company in Elk Grove Village, IL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24434.html,2026-02-09T22:46:24.318844
24435,"Delta Marine Industries, Inc.",1608 S 96Th St,Seattle,WA,98108-5115,US,,"Delta Marine Industries, Inc. is a transloading company in Seattle, WA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24435.html,2026-02-09T22:46:26.855800
24436,Detyens Marine Industries,1670 Dry Dock Ave #200,North Charleston,SC,29405,US,,"Detyens Marine Industries is a transloading company in North Charleston, SC, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24436.html,2026-02-09T22:46:29.355840
24437,Dewitt Marine,3625 E Thousand Oaks Blvd,Westlake Village,CA,91362,US,,"Dewitt Marine is a transloading company in Westlake Village, CA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24437.html,2026-02-09T22:46:31.942354
24438,dexFreight,1200 New Jersey Ave SE,Washington,DC,20590,US,,"dexFreight is a transloading company in Washington, DC, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24438.html,2026-02-09T22:46:34.588852
24439,Dhillon Transport,Suite 707 &#8211; 100 Park Royal South,West Vancouver,BC,V7T 1A2,CA,,"Dhillon Transport is a transloading company in West Vancouver, BC, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24439.html,2026-02-09T22:46:37.646496
24440,"Diamond Freight Systems, Inc.",9810 S Ridgeview Dr,Oak Creek,WI,53154,US,,"Diamond Freight Systems, Inc. is a transloading company in Oak Creek, WI, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24440.html,2026-02-09T22:46:40.176200
24442,Diplomatic Freight and Logistics Services LTD,110-707 10 Ave Sw,Calgary,AB,T2R 0B3,CA,,"Diplomatic Freight and Logistics Services LTD is a transloading company in Calgary, AB, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24442.html,2026-02-09T22:46:42.761636
24443,Distinguished Transport LLC,1190 Logan Cir NW,Atlanta,GA,30318-2855,US,,"Distinguished Transport LLC is a transloading company in Atlanta, GA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24443.html,2026-02-09T22:46:45.253921
24444,Distributors Terminal Corp,1441 Aberdeen St,Terre Haute,IN,47804,US,,"Distributors Terminal Corp is a transloading company in Terre Haute, IN, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24444.html,2026-02-09T22:46:47.752489
24446,Diversified Marine Products,500 Ambassador Caffery Pkwy,Scott,LA,70583,US,,"Diversified Marine Products is a transloading company in Scott, LA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24446.html,2026-02-09T22:46:50.231993
24447,DLS Marine,3017 Lime St,Metairie,LA,70006,US,,"DLS Marine is a transloading company in Metairie, LA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24447.html,2026-02-09T22:46:52.828890
24449,Domestic Transport Solutions,2420 E Oakton St,Arlington Heights,IL,60005,US,,"Domestic Transport Solutions is a transloading company in Arlington Heights, IL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24449.html,2026-02-09T22:46:55.333431
24450,Dominion Terminal Associates,600 Harbor Rd,Newport News,VA,23607-5670,US,,"Dominion Terminal Associates is a transloading company in Newport News, VA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24450.html,2026-02-09T22:46:57.905925
24451,Donat Marine Solutions,20405 State Highway 249,Houston,TX,77070,US,,"Donat Marine Solutions is a transloading company in Houston, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24451.html,2026-02-09T22:47:00.439116
24452,Driver Driven Transportation (formerly BJ Transport),12720 Hudson Rd S,Afton,MN,55001-9798,US,,"Driver Driven Transportation (formerly BJ Transport) is a transloading company in Afton, MN, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24452.html,2026-02-09T22:47:02.947383
24453,DRT Transportation,71 Four Valley Drive,Concord,ON,L4K 4V8,CA,,"DRT Transportation is a transloading company in Concord, ON, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24453.html,2026-02-09T22:47:05.472510
24454,DRT Transportation,850 Helen Dr,Lebanon,PA,17042,US,,"DRT Transportation is a transloading company in Lebanon, PA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24454.html,2026-02-09T22:47:08.041084
24455,Dry Harbour Marine,250 2500 North,Arco,ID,83213,US,,"Dry Harbour Marine is a transloading company in Arco, ID, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24455.html,2026-02-09T22:47:10.651780
24456,Duffy Creek Marina,20 Duffy Creek Ln,Georgetown,MD,21930,US,,"Duffy Creek Marina is a transloading company in Georgetown, MD, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24456.html,2026-02-09T22:47:13.189339
24457,Dunigan Marine Group LLC,877 S Adams Rd,Birmingham,MI,48009,US,,"Dunigan Marine Group LLC is a transloading company in Birmingham, MI, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24457.html,2026-02-09T22:47:15.682360
24458,Dupre Marine Transportation,1055 Valhi Blvd,Houma,LA,70360,US,,"Dupre Marine Transportation is a transloading company in Houma, LA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24458.html,2026-02-09T22:47:18.129758
24459,Duramax Marine LLC,17990 Great Lakes Pkwy,Hiram,OH,44234,US,,"Duramax Marine LLC is a transloading company in Hiram, OH, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24459.html,2026-02-09T22:47:20.659430
24460,Duskin Point Marina Inc.,2034 S. Lindsay Road,Gilbert,AZ,85295,US,,"Duskin Point Marina Inc. is a transloading company in Gilbert, AZ, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24460.html,2026-02-09T22:47:23.144700
24461,Dusky Marine,110 Bryan Rd,Dania Beach,FL,33004,US,,"Dusky Marine is a transloading company in Dania Beach, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24461.html,2026-02-09T22:47:25.638979
24462,"E Squared Marine Service, LLC",4440 FM 2351 Suite 102,Friendswood,TX,77546,US,,"E Squared Marine Service, LLC is a transloading company in Friendswood, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24462.html,2026-02-09T22:47:28.187271
24463,"Eagle Air Freight, Inc.",140 Eastern Ave,Chelsea,MA,02150,US,,"Eagle Air Freight, Inc. is a transloading company in Chelsea, MA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24463.html,2026-02-09T22:47:30.686477
24464,Eagle Marine,994 Alta Mere Dr,Fort Worth,TX,76116,US,,"Eagle Marine is a transloading company in Fort Worth, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24464.html,2026-02-09T22:47:33.193797
24465,Eagle Marine Services,1200 S Swinton Ave,Delray Beach,FL,33444,US,,"Eagle Marine Services is a transloading company in Delray Beach, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24465.html,2026-02-09T22:47:35.646629
24466,"Eagle Maritime Consultants, Inc.",1100 E NASA Pkwy Ste. 106,Houston,TX,77058,US,,"Eagle Maritime Consultants, Inc. is a transloading company in Houston, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24466.html,2026-02-09T22:47:38.361173
24467,"Eastern Marine Services, Inc.",1923 Old Eastern Ave suite a,Baltimore,MD,21221,US,,"Eastern Marine Services, Inc. is a transloading company in Baltimore, MD, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24467.html,2026-02-09T22:47:40.879540
24468,Eastern Marine Surveyors,321 Tidewater Dr,Havre De Grace,MD,21078,US,,"Eastern Marine Surveyors is a transloading company in Havre De Grace, MD, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24468.html,2026-02-09T22:47:43.396899
24470,EC Ruff Marine,1771 SW 7th Ave,Pompano Beach,FL,33060,US,,"EC Ruff Marine is a transloading company in Pompano Beach, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24470.html,2026-02-09T22:47:45.880248
24471,Echo Marine Ltd,1817 Barbers Hill Rd,Highlands,TX,77562,US,,"Echo Marine Ltd is a transloading company in Highlands, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24471.html,2026-02-09T22:47:48.330773
24472,"ECM Maritime Services, LLC",11550 Fuqua St # 315,Houston,TX,77034,US,,"ECM Maritime Services, LLC is a transloading company in Houston, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24472.html,2026-02-09T22:47:50.850008
24473,EdgeTech Marine,4 Little Brook Rd,West Wareham,MA,02576,US,,"EdgeTech Marine is a transloading company in West Wareham, MA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24473.html,2026-02-09T22:47:53.396286
24474,EGL Maritime,1 Newark St,Hoboken,NJ,07030,US,,"EGL Maritime is a transloading company in Hoboken, NJ, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24474.html,2026-02-09T22:47:55.904718
24476,Elite Marine Electronics,12948 SW 138th Terrace,Miami,FL,33186,US,,"Elite Marine Electronics is a transloading company in Miami, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24476.html,2026-02-09T22:47:58.382730
24477,Emerald Coast Marine,115 E John Sims Pkwy West,Niceville,FL,32578,US,,"Emerald Coast Marine is a transloading company in Niceville, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24477.html,2026-02-09T22:48:00.941727
24478,Emerald Marine Products,20567 Mack Ave.,Grosse Pointe Woods,MI,48236,US,,"Emerald Marine Products is a transloading company in Grosse Pointe Woods, MI, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24478.html,2026-02-09T22:48:03.470145
24479,Empire Freight Logistics,5000 E University Blvd Ste 10,Odessa,TX,79762,US,,"Empire Freight Logistics is a transloading company in Odessa, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24479.html,2026-02-09T22:48:05.930926
24480,Energy Transportation Group,2555 Avenue Dollard,Montreal,QC,H8N 3A9,CA,,"Energy Transportation Group is a transloading company in Montreal, QC, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24480.html,2026-02-09T22:48:08.458544
24481,Englund Marine Supply,1229 N Us Highway 281,Stephenville,TX,76401,US,,"Englund Marine Supply is a transloading company in Stephenville, TX, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24481.html,2026-02-09T22:48:10.990869
24482,"Environmental Marine Services, Inc.",111 SW 23rd St unit a,Fort Lauderdale,FL,33315,US,,"Environmental Marine Services, Inc. is a transloading company in Fort Lauderdale, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24482.html,2026-02-09T22:48:13.521002
24483,ERH Marine,2560 Charlestown Rd,New Albany,IN,47150,US,,"ERH Marine is a transloading company in New Albany, IN, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24483.html,2026-02-09T22:48:16.051461
24484,"Euro Marine Trading, Inc.",62 Halsey St M,Newport,RI,02840,US,,"Euro Marine Trading, Inc. is a transloading company in Newport, RI, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24484.html,2026-02-09T22:48:18.482733
24485,Evansville Marine Svc Inc.,2300 Broadway Ave,Evansville,IN,47712,US,,"Evansville Marine Svc Inc. is a transloading company in Evansville, IN, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24485.html,2026-02-09T22:48:21.029201
24486,"Everest Transportation Systems, LLC",1560 Sherman Ave,Evanston,IL,60201,US,,"Everest Transportation Systems, LLC is a transloading company in Evanston, IL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24486.html,2026-02-09T22:48:23.535811
24488,"EXND Diving &amp; Marine Services, LLC",113 Bailey Dr #4,Niceville,FL,32578,US,,"EXND Diving &amp; Marine Services, LLC is a transloading company in Niceville, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24488.html,2026-02-09T22:48:26.020385
24489,"Expedited Logistics and Freight Services, LLC (Elfs)",550 S Burritt Ave,Buffalo,WY,82834,US,,"Expedited Logistics and Freight Services, LLC (Elfs) is a transloading company in Buffalo, WY, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24489.html,2026-02-09T22:48:28.715841
24490,"Explorer Marine Services, Inc.",1331 17th Street # 720,Denver,CO,80202,US,,"Explorer Marine Services, Inc. is a transloading company in Denver, CO, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24490.html,2026-02-09T22:48:31.276638
24491,Express Marine Inc.,"Express Marine Inc,  2851 Adams Ave",Camden,NJ,08105,US,,"Express Marine Inc. is a transloading company in Camden, NJ, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24491.html,2026-02-09T22:48:33.827450
24492,F3 Marina,East Fort Lauderdale,Fort Lauderdale,FL,33316,US,,"F3 Marina is a transloading company in Fort Lauderdale, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24492.html,2026-02-09T22:48:36.365193
24493,Fairgrounds Transportation,2525 Pullman St,Santa Ana,CA,92705,US,,"Fairgrounds Transportation is a transloading company in Santa Ana, CA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24493.html,2026-02-09T22:48:38.856663
24495,FB Marine Group,740 Driving Park Ave,Rochester,NY,14613,US,,"FB Marine Group is a transloading company in Rochester, NY, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24495.html,2026-02-09T22:48:41.375893
24496,FCI Watermakers: Commercial &amp; Marine Reverse Osmosis,3782 2340 S suite e,West Valley City,UT,84120,US,,"FCI Watermakers: Commercial &amp; Marine Reverse Osmosis is a transloading company in West Valley City, UT, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24496.html,2026-02-09T22:48:43.976383
24497,Federal Maritime Commission,800 North Capitol St Nw,Washington,DC,20002,US,,"Federal Maritime Commission is a transloading company in Washington, DC, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24497.html,2026-02-09T22:48:46.472532
24498,Federal Motor Carrier Safety Administration,1200 New Jersey Avenue SE,Washington,DC,20590,US,,"Federal Motor Carrier Safety Administration is a transloading company in Washington, DC, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24498.html,2026-02-09T22:48:48.917508
24499,Felix Marine,9340 College Pkwy,Fort Myers,FL,33919,US,,"Felix Marine is a transloading company in Fort Myers, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24499.html,2026-02-09T22:48:51.330512
24500,"Finmar Marine Surveying, LLC",301 Rhode Island Ave Nw,Washington,DC,20001,US,,"Finmar Marine Surveying, LLC is a transloading company in Washington, DC, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24500.html,2026-02-09T22:48:53.833843
24501,First Choice Marine Supply,120 N 20Th St,Tampa,FL,33605,US,,"First Choice Marine Supply is a transloading company in Tampa, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24501.html,2026-02-09T22:48:56.309563
24502,"First Watch Marine, LLC",2330 Shelter Island Dr UNIT 103,San Diego,CA,92106,US,,"First Watch Marine, LLC is a transloading company in San Diego, CA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24502.html,2026-02-09T22:48:58.750070
24503,Fix Marine Supply,866 Cape Coral Pkwy E,Cape Coral,FL,33904,US,,"Fix Marine Supply is a transloading company in Cape Coral, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24503.html,2026-02-09T22:49:01.231953
24504,"Fleck's Marine Services, LLC",1445 10th St,Golden,CO,80419,US,,"Fleck's Marine Services, LLC is a transloading company in Golden, CO, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24504.html,2026-02-09T22:49:03.850374
24505,Fleet Line Shipping Services LLC (FLS),2925 Douglas Street,Victoria,BC,V8T 4M8,CA,,"Fleet Line Shipping Services LLC (FLS) is a transloading company in Victoria, BC, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24505.html,2026-02-09T22:49:06.345127
24506,Florida Marine Products Inc.,2001 E 5th Ave,Tampa,FL,33605,US,,"Florida Marine Products Inc. is a transloading company in Tampa, FL, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24506.html,2026-02-09T22:49:08.859371
24507,Fluke Transportation Group,450 Sherman Ave N,Hamilton,ON,L8L 8J6,CA,,"Fluke Transportation Group is a transloading company in Hamilton, ON, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24507.html,2026-02-09T22:49:11.309708
24508,Flux Marine Ltd.,2685 S Melrose Dr,Vista,CA,92081,US,,"Flux Marine Ltd. is a transloading company in Vista, CA, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24508.html,2026-02-09T22:49:13.859750
24509,Forbes Hewlett Transport Inc.,156 Glidden Road,Brampton,ON,L6W 3L2,CA,,"Forbes Hewlett Transport Inc. is a transloading company in Brampton, ON, Canada. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24509.html,2026-02-09T22:49:16.381493
24510,Fore Points Marina,1 Marina Way,Portland,ME,04101,US,,"Fore Points Marina is a transloading company in Portland, ME, United States. This is not a Commtrex Verified location.",none provided,No,,none provided,,,,,,,,,,,,,,,,,,,,https://www.commtrex.com/transloading/location/24510.html,2026-02-09T22:49:18.859973
